,hardware_model,instrument_name,serial_numbers,transmit_frequency,phased_array,cruise_beg_date,blanking_interval,bin_length,transducer_beam_angle,transmit_pulse_length,comments,bw_from_comments,bw_from_hardware_model,bw_from_transmit_frequency,bandwidth
148,VM-150,VM-150,,153 KHz,,1989-02-05 23:38:51.000000000,4 m,8 m,30 deg,16 m,some bottom interference was flagged;///screened for suitable elevation and other///lots of gaps///The orientation of the transducer relative///ok,,,,
149,VM-150,VM-150,,153 KHz,,1989-03-08 19:31:01.000000000,4 m,8 m,30 deg,16 m,some bottom interference was flagged;///screened for suitable elevation and other///lots of gaps///The orientation of the transducer relative///ok,,,,
150,VM-150,VM-150,,153 KHz,,1989-04-02 23:27:11.000000000,4 m,8 m,30 deg,16 m,some bottom interference was flagged;///screened for suitable elevation and other///lots of gaps///The orientation of the transducer relative///ok,,,,
151,RDI,ZUNCLEAR: RDI,,153 KHz,,1985-11-16 05:11:59.999999996,2 m,8 m,30 deg,8 m,This data is of marginal quality due///Edited for bottom interference.///The fix file used was satellite fixes///ok,,,,
152,RD-VM150,VM-150,,150 KHz,,1992-12-27 00:15:00.000000000,4m,8m,30 deg,,"Signal loss only in heaviest seas///Clock drift observed against UT 3-6 times per///Position, speed, heading, Utime logged at///See ref above///accuracy in cross component of current",,,,
153,VM-150,VM-150,,,,1996-09-30 19:46:13.999999996,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
154,VM-150,VM-150,,,,1996-10-28 19:36:10.999999996,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
155,VM-150,VM-150,,,,1996-12-08 19:00:21.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
156,VM-150,VM-150,,,,1997-01-06 18:20:11.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
157,VM-150,VM-150,,153 KHz,,1996-01-05 07:26:08.000000000,4 m,8 m,30 deg,8 m,On station and underway values are,,,,
158,RD-VM150,VM-150,28 (Transducer),153 kHz,,1991-08-03 05:17:58.000000000,4,8,30 deg.,8,No air bubble problems///user exit AGCAVE installed///PC/GPS time alignment made post-cruise///Good agreement with geostrophy and,,,,
159,VM-150,VM-150,,153 KHz,,1996-02-12 08:00:14.000000000,4 m,8 m,30 deg,8 m,There are numerous regions of strong scattering,,,,
160,Broad Band 150,ZUNCLEAR: Broad Band 150,,150 KHz,,1996-08-25 20:29:51.000000000,4 m,8 m,,9.32 m,mooring cruise crossing the EQ along 140W///Broad Band instrument removed in DEC 1996 and///ran putnav with GPS as sole source///quality plots generated for 10 different,,broadband,,broadband
161,RDI,ZUNCLEAR: RDI,,153 KHz,,1985-11-30 19:38:24.999999996,2 m,8 m,30 deg,8 m,This data is of marginal quality due///Drift in clock was adjusted in post-processing.///Edited for bottom interference.///The fix file used was satellite fixes///ok,,,,
162,RDI,ZUNCLEAR: RDI,,153 KHz,,1985-12-26 21:12:32.000000000,2 m,8 m,30 deg,8 m,This data is of marginal quality due///Drift in clock was adjusted in post-processing.///Edited for bottom interference.///The fix file used was satellite fixes///ok,,,,
163,RD-VM150,VM-150,,153 kHz,,1991-05-05 07:49:13.000000000,4 m,8 m.,30 deg.,8 m,Purpose was to study the Azores frontal subduction.///SeaSoar used///very good quality,,,,
164,VM-150,VM-150,,153 KHz,,1994-10-04 00:04:40.000000000,4 m,8 m,30 deg,16 m,transducer temperature record fine///ok,,,,
165,VM-150,VM-150,,153 KHz,,1995-07-27 20:36:04.999999998,4 m,8 m,30 deg,16 m,transducer temperature record fine///ok,,,,
166,VM-150,VM-150,,,,1997-02-16 19:07:45.000000000,4 m,8 m,,8 m,time was behind by 5 days at start of cruise;///some bottom interference was flagged;///there is a bias in direction of ship motion on the northward///The orientation of the transducer relative///ok,,,,
167,VM-150,VM-150,,,,1997-03-10 18:56:24.000000001,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
168,NB 150,ZUNCLEAR: NB 150,,150 KHz,,1997-02-04 04:06:42.000000000,4 m,8 m,,8 m,Strong undercurrents over 1m/s///Broad Band instrument removed in DEC 1996 and///ran with PG=80 and putnav with GPS,,narrowband,,narrowband
169,VM-150,VM-150,,,,1997-04-07 18:46:32.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
170,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1995-01-24 00:00:58.000000000,4 m,8 m,,16 m,,,narrowband,,narrowband
171,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1995-03-12 22:05:11.000000000,4 m,8 m,,16 m,,,narrowband,,narrowband
172,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1994-12-01 08:34:57.000000000,4 m,8 m,,16 m,"there is no ""underway"" measurements from",,narrowband,,narrowband
173,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1995-06-09 00:00:33.000000000,4 m,8 m,,16 m,,,narrowband,,narrowband
174,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1995-07-15 05:21:49.999999998,4 m,8 m,,16 m,,,narrowband,,narrowband
175,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1995-12-04 02:08:17.000000000,4 m,8 m,,16 m,,,narrowband,,narrowband
176,NB 150,ZUNCLEAR: NB 150,,150 KHz,,1997-03-26 03:32:23.999999999,4 m,8 m,,8 m,Strong eastward equatorial currents///Broad Band instrument removed in DEC 1996 and///ran with PG=80 and putnav with GPS,,narrowband,,narrowband
177,1) Narrow Band 150 kHz,ZUNCLEAR: 1) Narrow Band 150 kHz,,,,1995-04-25 22:18:36.000000000,2m,4m,,4m,"For all instruments:///created navigation file from GGA messages, edited,///ok",,narrowband,,narrowband
178,1) Narrow Band 150 kHz,ZUNCLEAR: 1) Narrow Band 150 kHz,,,,1995-06-06 17:22:07.000000000,4m,4m,,4m,"created navigation file from GGA messages, edited,///ok",,narrowband,,narrowband
179,VM-150,VM-150,,,,1997-05-05 19:48:53.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
180,VM-150,VM-150,,,,1997-06-02 18:53:52.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
181,VM-150,VM-150,,,,1997-01-11 18:51:53.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
182,VM-150,VM-150,,,,1997-05-12 19:08:55.000000002,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
183,VM-150,VM-150,,,,1995-08-30 20:17:21.000000000,4 m,8 m (a few short periods of 4m),,8 m (a few short periods of 4m),hull mounted,,,,
184,VM-150,VM-150,,,,1995-04-29 12:57:02.000000000,4 m,8 m,,8 m,hull mounted,,,,
185,VM-150,VM-150,,153 KHz,,1996-01-14 22:20:57.000000000,4 m,8 m,30 deg,16 m,All 3-beam solutions.///All 3 beam solutions///transducer temperature record fine///ok,,,,
186,VM-150,VM-150,,153 KHz,,1996-05-05 06:18:14.000000000,4 m,8 m,30 deg,16 m,transducer temperature record fine///ok,,,,
187,VM-150,VM-150,,153 KHz,,1990-02-09 21:40:08.000000000,4 m,8 m,30 deg,16 m,purpose of the cruise was sea floor mapping///transducer temperature failure///Transducer temperature was recording incorrect values.///standard editing for bottom noise and glitches.///screened for suitable elevation and other///GPS available for about 75% of the time.///ok,,,,
188,VM-150,VM-150,,153 KHz,,1990-07-09 21:31:57.000000000,4 m,8 m,30 deg,16 m,DATA DID NOT RECEIVE CALIBRATION///transducer temperature in error at times///Transducer temperature was recording incorrect values///standard editing for bottom noise and glitches.///screened for suitable elevation and other///GPS available for about 75% of the time.///Too few points.///ok,,,,
189,VM-150,VM-150,,153 KHz,,1990-08-01 21:21:12.000000000,4 m,8 m,30 deg,16 m,A second similar cruise was made a month///Each beam is oriented at a 45 degree angle from///some bottom interference was flagged;///screened for suitable elevation and other///GPS data were averaged in groups of 8 fixes///An empirical fit was made of the water-///ok,,,,
190,VM-150,VM-150,,153 KHz,,1990-11-07 19:33:58.000000000,4 m,8 m,30 deg,16 m,Each beam is oriented at a 45 degree angle from///some bottom interference was flagged;///screened for suitable elevation and other///GPS data were averaged in groups of 8 fixes///An empirical fit was made of the water-///ok,,,,
191,VM-150,VM-150,,153 KHz,,1994-08-15 17:49:20.000000000,4 m,8 m,30 deg,8 m,transducer temperature record fine///satellite receiver///ok,,,,
192,RD-VM150,VM-150,,150 KHz,,1987-01-30 06:44:31.000000000,3m,8m,30 deg,8m,"This was a current meter recovery cruise.///Temperature measured at ADCP is of questionable///CTD, Seasoar, current meters///GPS was not available for much of the cruise.///Profile by profile inspection for interference///Overall, estimated rms of 13 cm/s primarily in",,,,
193,VM-150,VM-150,,,,1997-06-26 19:02:37.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
194,VM-150,VM-150,,,,1997-07-07 19:52:34.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
195,VM-150,VM-150,,,,1997-07-31 17:13:25.000000000,4 m,8 m,,8 m,some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
196,VM-150,VM-150,,153 KHz,,1995-08-07 06:00:24.000000000,4 m,8 m,30 deg,16 m,This cruise was in the near shore lee of the///transducer temperature record fine///ok,,,,
197,VM-150,VM-150,,,,1997-09-24 10:42:30.000000000,12m,8m,,8m,ok,,,,
198,VM-150,VM-150,,,,1996-05-04 06:13:19.000000000,16m,8m,,16m,5-minute ensembles changed to 100-second///Up to nine 60-kHz Syncro Loads,,,,
199,VM-150,VM-150,,,,1997-07-10 14:41:34.999999998,4 m,4 m,,4 m (a few short periods of 4m),hull mounted,,,,
200,VM-150,VM-150,,153 KHz,,1997-08-04 15:20:46.000000000,4 m,8 m,30 deg,8 m,some bottom interference was flagged;///fixed 2-minute intervals///ok,,,,
201,VM-150,VM-150,,153 KHz,,1992-02-29 15:30:19.000000000,4 m,8 m,30 deg,8 m,some bottom interference was flagged;///no big gaps in fix file///Too few calibration points; adjacent cruise///ok,,,,
202,VM-150,VM-150,,153 KHz,,1990-08-23 01:43:53.000000000,4 m,8 m,30 deg,8 m,Configuration history is as follows:///Questionable bins/profiles flagged.///no big gaps in fix file///Some bottom tracking and a few water///ok,,,,
203,VM-150,VM-150,,153 KHz,,1993-08-24 01:45:26.000000000,4 m,8 m,30 deg,8 m,ok,,,,
204,VM-150,VM-150,,153 KHz,,1993-09-26 02:11:20.000000000,4 m,8 m,30 deg,8 m,ok,,,,
205,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1996-10-24 02:19:33.999999996,4 m,8 m,,16 m,,,narrowband,,narrowband
206,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1996-11-02 08:13:01.999999996,4 m,8 m,,16 m,aquisition reference layers = [2-10].,,narrowband,,narrowband
207,RDI VM150 narrowband,VM-150,transducer s/n 171,,,1997-10-03 14:47:47.000000000,4 m,8 m,,16 m,aquisition reference layers = [2-10].,,narrowband,,narrowband
208,RD-VM150,VM-150,127,153 kHz,,1993-05-15 23:42:32.000000000,4 m,4 m,30 deg.,16 m,There are some periods in the early part of the cruise///data quality good,,,,
209,RD-VM150,VM-150,,,,1992-05-01 16:35:46.000000000,4 m,8 m,,8 m,time correction applied///data quality good,,,,
210,RD-VM150,VM-150,,,,1992-05-30 14:45:00.000000000,4 m,8 m,,8 m,time correction applied///data quality good,,,,
211,RD-VM150,VM-150,,,,1992-07-13 04:50:18.999999998,4 m,8 m,,8 m,time correction applied///data quality good,,,,
212,RD-VM150,VM-150,,,,1992-09-01 04:22:31.000000000,4 m,8 m,,8 m,time correction applied///data quality good,,,,
213,VM-150,VM-150,249,,,1997-12-01 19:00:21.000000000,4 m,8 m,,8 m,rough weather///some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
214,VM-150,VM-150,249,,,1997-12-03 18:39:43.000000000,4 m,8 m,,8 m,rough weather; suspected bias in northward///some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
215,VM-150,VM-150,249,,,1997-12-20 02:01:01.000000000,4 m,8 m,,8 m,cruise to station the HALE mooring site///some bottom interference was flagged;///The orientation of the transducer relative///ok,,,,
216,VM-150,VM-150,,,,1998-01-09 21:14:48.000000000,4 m,8 m,,8 m,New transducer installed prior to this cruise///plot of percent_good vs depth shows good returns///The orientation of the transducer relative///ok,,,,
217,VM-150,VM-150,,,,1998-02-17 19:10:09.000000000,4 m,8 m,,8 m,New transducer installed 1/98///plot of percent_good vs depth shows good returns///The orientation of the transducer relative///ok,,,,
218,VM-150,VM-150,,,,1998-03-16 19:01:30.000000000,4 m,8 m,,8 m,New transducer 1/98///plot of percent_good vs depth shows good returns///The orientation of the transducer relative///ok,,,,
219,VM75 narrowband,VM-75,,75 kHz,,1993-01-02 12:32:10.000000000,8 m,16m,,16m,"After the above sections, steam to Cayenne///CODAS-3 (Version 3) utilized.///When GPS information unavailable, or with///750 m depth is the mean depth where PGOOD",,narrowband,,narrowband
220,VM75 narrowband,VM-75,,75 kHz,,1993-02-14 04:17:29.000000000,8 m,16m,,16m,"After the above sections, steam to Cayenne///CODAS-3 (Version 3) utilized.///When GPS information unavailable, or with///750 m depth is the mean depth where PGOOD",,narrowband,,narrowband
221,VM-150,VM-150,249,,,1998-04-13 19:16:16.000000000,4 m,8 m,,8 m,transducer replaced 4/3/98///Temperature looks fine///The orientation of the transducer relative///ok,,,,
222,VM-150,VM-150,249,,,1998-04-18 18:18:16.000000000,4 m,8 m,,8 m,transducer replaced 4/3/98///Temperature looks fine///The orientation of the transducer relative///ok,,,,
223,VM-150,VM-150,249,,,1998-04-27 19:27:57.000000000,4 m,8 m,,8 m,transducer replaced 4/3/98///Temperature looks fine///The orientation of the transducer relative///ok,,,,
224,RD-VM150,VM-150,127,153 kHz,,1994-09-20 21:54:51.000000000,4 m,8 m,30 deg.,16 m (at times 24 or 32),The first of the Arabian Sea JGOFS///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
225,RD-VM150,VM-150,127,153 kHz,,1994-10-11 03:26:24.000000000,4 m,8 m,30 deg.,16 m (4 briefly at beginning and end),The purpose of the second JGOFS///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
226,RD-VM150,VM-150,127,153 kHz,,1994-10-28 10:02:50.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),The purpose of the third JGOFS///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
227,RD-VM150,VM-150,127,153 kHz,,1994-11-28 06:23:02.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),The purpose of the fourth JGOFS was///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
228,RD-VM150,VM-150,127,153 kHz,,1995-01-08 04:31:34.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),This cruise was the first of the JGOFS///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
229,RD-VM150,VM-150,127,153 kHz,,1995-02-08 04:40:30.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),This cruise was the second of the ONR/NRL///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
230,RD-VM150,VM-150,127,153 kHz,,1995-02-28 02:44:08.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),"The second of the JGOFS process cruises,///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good",,,,
231,RD-VM150,VM-150,127,153 kHz,,1995-04-14 03:59:37.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),The purpose of cruise TN046 was to///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
232,RD-VM150,VM-150,127,153 kHz,,1995-05-03 01:41:10.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),"The third process cruise, which took///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good",,,,
233,RD-VM150,VM-150,127,153 kHz,,1995-06-21 05:52:08.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),This cruise was the third of the///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
234,RD-VM150,VM-150,127,153 kHz,,1995-07-17 10:42:29.999999998,4 m,8 m,30 deg.,16 m (4 m at times on shelf),TN049 was the fourth process cruise///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality excellent due to availability,,,,
235,RD-VM150,VM-150,127,153 kHz,,1995-08-18 04:50:44.000000000,4 m,8 m,30 deg.,16 m (4 m at times on shelf),The fifth process cruise took place///complete overhaul and calibration in///Experience with this///configuration file created as function of ship position///Calibrating the///Accuracy of an individual position provided///data quality good,,,,
